file_index,file_name,language,content,score
4576,dat2spec.m,matlab,"function [S,fcut] = dat2spec(xn,varargin)







nugget   = 0; %10^-12;
rate     = 2; % interpolationrate for frequency
tapery   = 0; % taper the data before the analysis
wdef     = 1; % 1=parzen window 2=hanning window, 3= bartlett window

L        = []; 
g        = [];
plotflag = 0;
p        = 0.95;
chopOffHighFreq=0;   % chop off high frequencies in order to get the same 

method   = 'cov';  % cov. other options from signal toolbox: psd = welch's method, pyulear,pmem =
dflag    = 'mean'; %'ma','linear' 'mean','none' % detrending option
ftype    = 'w'  ;  %options are 'f' and 'w'


P  = varargin;
Np = length(P);
if Np>0
  strix = zeros(1,Np);
  for ix=1:Np, % finding symbol strings 
    strix(ix)=ischar(P{ix});
  end
  k = find(strix);
  Nk = length(k);
  if Nk>0
    if Nk>3,      
      warning('WAFO:DAT2SPEC','More than 3 strings are not allowed'),
    end
    for ix = k
      switch lower(P{ix})
        case {'f','w'},                                 ftype  = P{ix};
        case {'cov','pmem','mem','psd','psdo','pburg'}, method = P{ix};
        case {'mean','ma','linear','none'},              dflag = P{ix};
        otherwise,
          warning('WAFO:DAT2SPEC',['Unknown option:' P{ix}])
      end",30.4
4576,dat2spec.m,matlab,"switch lower(dflag)
  case 'mean',
    ma        = mean(yy(:,2:m));
    yy(:,2:m) = (yy(:,2:m)-ma(ones(n,1),:) );
  case 'linear',
    yy(:,2:m) = detrend(yy(:,2:m),1); % signal toolbox detrend
  case 'ma',
    dL        = ceil(1200/2/dT); % approximately 20 min. moving average    
    yy(:,2:m) = detrendma(yy(:,2:m),dL);
    dflag     ='mean';
end
sa = std(yy(:,2:m));
if tapery
 taper     = bingham(n);
 yy(:,2:m) = taper(:,ones(1,m-1)).*yy(:,2:m);
end

max_L     = min(300,n); % maximum lag if L is undetermined
changed_L = 0;
if isempty(L)
  L = min(n-2,ceil(4/3*max_L));
  changed_L = 1;
end
",21.15
4576,dat2spec.m,matlab,"nfft = 2*nf;

S      = createspec('freq',ftype);
S.tr   = g;
S.note = ['dat2spec(',inputname(1),'), Method = ' method ];
S.norm = 0; % not normalized
S.L    = L;



S.S = zeros(nf+1,m-1);

switch lower(method)
  case {'psd','psdo'} % from signal toolbox
    noverlap   = 0;
    if method(end)=='o',
      noverlap   = floor(L/2);
    end
    S.noverlap = noverlap;
    if 1,
      vararg = cell(1,3*~isempty(p));
      [Rper vararg{:}]=welch_psd(yy(:,2:m),'nfft',nfft,'window',win,'overlap',noverlap,'p',p,'dflag',dflag);
      if m>2
        Rper = mean(Rper,2);
      end
      if ~isempty(p)        
        Sc = [mean(vararg{3}(:,1:m),2),mean(vararg{3}(:,m+1:end),2)] ;
        [maxS ind] = max(Rper);
        S.CI = Sc(ind,:)/Rper(ind);
        S.p  = p;
      end
    else
      [Rper,Sc f] = psd(yy(:,ix),nfft,1/dT,win,noverlap,p,dflag);
      for ix=3:m
        Rper = Rper + psd(yy(:,ix),nfft,1/dT,win,noverlap,p,dflag);
      end
      Rper = Rper/(m-1);
    
     if (  ~isempty(p) ),       % Confidence interval constants
       [maxS ind] = max(Rper);
       S.CI = Sc(ind,:)/Rper(ind);
       S.p  = p;",19.81
4576,dat2spec.m,matlab,"
 

N = floor(nf/10);

if ((N>3) && chopOffHighFreq), 
  [g0 test cmax irr]  = dat2tr(xx,'nonlinear');
  ind=(nf-4):(nf+1);
  
  [Sn,m4] = specnorm(S,0);

  while (sqrt(m4) > irr) && (ind(1)>1) 
    S.S(ind)   = 0;
    [Sn,m4]    = specnorm(S,0);
    ind        = ind-5;
  end
  fcut = S.w(min(ind(end)+5,nf)); % cut off frequency
  if ind(1)<1,
    disp('DAT2SPEC: Error in cutting off high frequencies, try other L-values')
  end
end




if plotflag>0
 plotspec(S,plotflag)
end

return

function [L,g,plotflag,p,method,dflag,ftype,chopOffHighFreq] = d2schk(P)

L        = []; 
g        = [];
plotflag = 0;
p        = 0.95;
chopOffHighFreq=0;   % chop off high frequencies in order to get the same 
		     
method   = 'cov';  % cov. other options from signal toolbox: psd = welch's method, pyulear,pmem =
dflag    = 'mean'; %'ma','linear' 'mean','none' % detrending option
ftype    = 'w'  ;  %options are 'f' and 'w'",31.73
4577,dat2steep.m,matlab,"function [S , H,AC1,AT1,TFRONT1,TREAR1,z_ind2,xn2]=dat2steep(xx,rate,method)



narginchk(1,3)
if nargin<3||isempty(method),  
  method=1; % want crestfrontvelocity
end

[S,H,z_ind2,AC1,AT1,TFRONT1,TREAR1]=deal([]); % Initialize to []
dT    = xx(2,1)-xx(1,1);
[N M] = size(xx);
g     = gravity;  % acceleration of gravity
interpolate = 0;

if nargin<2||isempty(rate)||(rate<=1),  % no interpolation
  xn=xx(:,1:2); 
else % interpolate with spline
  dT  = dT/rate;
  ti  = (xx(1,1):dT:xx(N,1))';
  interpolate=1;
  xn  = zeros(length(ti),2);
  xn(:,1) = ti;
  if nargout>=7
    xn2 = zeros(length(ti),M);",26.45
4577,dat2steep.m,matlab,"      [T ind] = min([TFRONT TREAR],[],2);
      
      H2      = AC+AT(1:end-1);
      S       = [S ;AC./T];
      ind     = (ind==2);
      H2(ind) = HU(ind);
      H       = [H;H2];
    case 1,  % extracting crest front velocity [m/s] and  
      H = [H;AC+AT(1:end-1)] ; % Hd
      S = [S ; AC./TFRONT];
      
    case -1,  % extracting crest rear velocity [m/s] and  
      H = [H ; AC+AT(2:end)]; 
      S = [S ; AC./TREAR];
      
    case 2,  % crest front steepness in S and the wave height Hd in H.
      H = [H;AC+AT(1:end-1) ];
      T = diff(ecross(xn(:,1),xn(:,2), z_ind(1:2:end),0));
      S = [S ; 2*pi*AC./T./TFRONT/g];
    case -2,  % crest back steepness in S and the wave height Hu in H.
      H = [H;AC+AT(2:end) ];
      T = diff(ecross(xn(:,1),xn(:,2), z_ind(2:2:end),0));
      S = [S ; 2*pi*AC./T./TREAR/g];
    case 3,   % total steepness in S and the wave height Hd in H
      H = [H;AC+AT(1:end-1) ];
      T = diff(ecross(xn(:,1),xn(:,2), z_ind(1:2:end),0));
      S = [S ; 2*pi*H./T.^2/g];
    case -3,   % total steepness in S and the wave height Hu in H for
      H = [H;AC+AT(2:end) ];
      T = diff(ecross(xn(:,1),xn(:,2), z_ind(2:2:end),0));
      S = [S ; 2*pi*H./T.^2/g]; 
    otherwise,  error('unknown option');",11.78
4578,dat2tp.m,matlab,"function [tp, ind] = dat2tp(x,h,wdef)



narginchk(1,3)
xn = x;
[n m]= size(xn);
if n<m
  b=m;m=n;n=b; 
  xn=xn';
end

if n<2, 
  error('The vector must have more than 2 elements!')
end


switch m
  case 1, x2=xn; %istime=0;
  case 2, x2=xn(:,2);% dimension OK!
  otherwise, error('Wrong dimension of input! dim must be 2xN, 1xN, Nx2 or Nx1 ')          ",38.69
4579,dat2tr.m,matlab,"function [g, test, cmax, irr, g2]= dat2tr(x,def,varargin)






opt = troptset('chkder','on','plotflag','off','csm',.95,'gsm',.05,....
    'param',[-5 5 513],'delay',2,'ntr',1000,'linextrap','on','ne',7,'cvar',1,'gvar',1,'multip',0,'crossdef','uM');
if nargin==1 && nargout <= 1 && isequal(x,'defaults')
  g = opt; 
  return
end
narginchk(1,inf)
if nargin<2||isempty(def),     def    = 'nonlinear'; end
if nargin>=3,  opt   = troptset(opt,varargin{:});   end
multip = opt.multip;
switch opt.plotflag
  case {'none','off'},   plotflag = 0;
  case 'final', plotflag = 1;
 case 'iter',  plotflag = 2;
  
  otherwise,    plotflag = opt.plotflag;
end

switch opt.crossdef
  case {'u'}, cdef = 1; % only upcrossings.
  case 'uM',  cdef = 2; % upcrossings and Maxima (default).
  case 'umM', cdef = 3; % upcrossings, minima, and Maxima.
  case 'um',  cdef = 4; % upcrossings and minima.  
  otherwise,  cdef = opt.crossdef;
end
switch opt.linextrap
 case {'on'},  linextrap = 1;
 case {'off'}, linextrap = 0;
 otherwise,    linextrap = opt.linextrap;
end

xx = x;
[n,m] = size(xx);
ma = mean(xx(:,2:m));
sa = std(xx(:,2:m)); 
m2 = m;
",21.5
4579,dat2tr.m,matlab,"        ga1 = skew(xx(:,ix+1));
        ga2 = kurt(xx(:,ix+1))-3;
        up  = min(4*(4*ga1/3).^2,12);
        lo  = ga1^2*3/2;
        kurt1 = min(up,max(ga2,lo))+3;
        phat = [sa(ix), ga1, kurt1,ma(ix) ];
        [g(:,2*ix-1:2*ix), test(ix)] = hermitetr(g(:,2*ix-1) ,phat);
        g2=[];
      case {'och'},
        phat = [ sa(ix) skew(xx(:,ix+1)) ma(ix)];
        [g(:,2*ix-1:2*ix), test(ix)] = ochitr(g(:,2*ix-1) ,phat);
        g2=[];
      case {'non'}, % nonlinear	  
        [g(:,2*ix-1:2*ix), test(ix),tmp]=lc2tr(cross1,ma(ix),sa(ix),opt);
        if nargout>4
          g2(:,2*ix-1) = g(:,2*ix-1);
          g2(:,2*ix)   = cssmooth(tmp(:,1),tmp(:,2),1,g(:,2*ix-1),linextrap);
        end
      case {'emp'}, % empirical 
        [g2(:,2*ix-1:2*ix), test(ix),tmp]=lc2tr(cross1,ma(ix),sa(ix),opt);
	g(:,2*ix-1) = g2(:,2*ix-1);
	g(:,2*ix)   = cssmooth(tmp(:,1),tmp(:,2),1,g2(:,2*ix-1),1);
	test(ix)    = sqrt(trapz(uu,(uu-g(:,2*ix)).^2));
      case {'mno'} % mnonlinear 
	[g(:,2*ix-1:2*ix), test(ix),tmp]= cdf2tr(Fx,ma(ix),sa(ix),opt);
	if nargout>4
	  g2(:,2*ix-1) = g(:,2*ix-1);
	  g2(:,2*ix)   = cssmooth(tmp(:,1),tmp(:,2),1,g(:,2*ix-1),1);
	end
      case {'mem'}, % mempirical
	[g2(:,2*ix-1:2*ix), test(ix),tmp]=cdf2tr(Fx,ma(ix),sa(ix),opt);
	g(:,2*ix-1) = g2(:,2*ix-1);
	g(:,2*ix)   = cssmooth(tmp(:,1),tmp(:,2),1,g2(:,2*ix-1),linextrap);
	test(ix)    = sqrt(trapz(uu,(uu-g(:,2*ix)).^2));
    end
  end
else % multip==0
  if (lower(def(1))=='n'||lower(def(1))=='e' || nargout>2),
    tp=[];mM=[];
    for ix=1:(m-1),
      tmp=dat2tp(xx(:,[1 ix+1]));",9.12
4580,dat2wa.m,matlab,"function [T, index, ind] = dat2wa(xn,h,pdef,wdef,rate),




narginchk(1,5)
x=xn;

[n m]= size(x);
if n<m
 b=m;m=n;n=b; 
 x=x';
end

if n<2, 
  error('The vector must have more than 2 elements!');
end

switch m
 case 2, % dimension OK!",46.88
4580,dat2wa.m,matlab,"
if ( isempty(index)),
  switch pdef(1:3) % comparing only the three first characters
    
    case {'m2m', 'm2M', 'M2m','M2M'} , % 
      [TP index]=dat2tp(x,h,wdef);       

    case {'u2u','u2d','d2u', 'd2d'},%
      index=dat2crossind(x,h,wdef);

    case { 't2t','t2c','c2t' 'c2c'}, %
      [TC, index]=dat2tc(x,h,wdef);
      
    case { 'd2t','t2u', 'u2c', 'c2d','all'  }, 
      [TC index l_ind]=dat2tc(x,h,wdef);
      index=(sort([index ; l_ind])); % sorting crossings and tp in sequence
    
    otherwise, error('Unknown option!');
  end 
end % if nargin

if (x(index(1),2)>x(index(2),2)), % if first is down-crossing or max 
  switch pdef",24.18
4582,data2bids.m,matlab,"function [cfg] = data2bids(cfg, varargin)




ft_revision = '$Id$';
ft_nargin   = nargin;
ft_nargout  = nargout;

ft_defaults
ft_preamble init
ft_preamble debug

if ft_abort
  return
end

cfg = ft_checkconfig(cfg, 'renamed', {'participant', 'participants'}); % this was wrong in the documentation
cfg = ft_checkconfig(cfg, 'renamed', {'anat', 'mri'});
cfg = ft_checkconfig(cfg, 'renamedval', {'native', 'no', 'convert'});
cfg = ft_checkconfig(cfg, 'renamedval', {'native', 'yes', 'copy'});
cfg = ft_checkconfig(cfg, 'renamed', {'native', 'method'});
cfg = ft_checkconfig(cfg, 'renamed', {'mri.deface', 'deface'});
cfg = ft_checkconfig(cfg, 'renamed', {'mri.writesidecar', 'writejson'});
cfg = ft_checkconfig(cfg, 'renamed', {'meg.writesidecar', 'writejson'});
cfg = ft_checkconfig(cfg, 'renamed', {'eeg.writesidecar', 'writejson'});
cfg = ft_checkconfig(cfg, 'renamed', {'ieeg.writesidecar', 'writejson'});
cfg = ft_checkconfig(cfg, 'renamed', {'events.writesidecar', 'writejson'});
cfg = ft_checkconfig(cfg, 'renamed', {'channels.writesidecar', 'writejson'});
cfg = ft_checkconfig(cfg, 'renamed', {'electrodes.writesidecar', 'writejson'});
cfg = ft_checkconfig(cfg, 'renamed', {'coordsystem.writesidecar', 'writejson'});
cfg = ft_checkconfig(cfg, 'renamed', {'event', 'events'}); % cfg.event is used elsewhere in FieldTrip, but here it should be cfg.events with an s

cfg = ft_checkconfig(cfg, 'forbidden', {'acq_time'});                 % this should be in cfg.scans or in cfg.sessions
cfg = ft_checkconfig(cfg, 'forbidden', {'scan', 'session', 'event'}); % these should end with an 's'
cfg = ft_checkconfig(cfg, 'renamed', {'datatype', 'suffix'});

cfg.method                  = ft_getopt(cfg, 'method');                     % default is handled below
cfg.dataset                 = ft_getopt(cfg, 'dataset');",15.72
4582,data2bids.m,matlab,"    if isfield(cfg, modality{i}) && ~isempty(cfg.(modality{i}))
      cfg.suffix = modality{i};
      ft_notice('assuming that the suffix is %s', cfg.suffix);
      continue
    end
  end % for each modality
end

cfg.dicomfile     = ft_getopt(cfg, 'dicomfile');                      % get header details from the specified DICOM files
cfg.deface        = ft_getopt(cfg, 'deface', 'no');                   % whether to deface the anatomical MRI
cfg.writejson     = ft_getopt(cfg, 'writejson', 'merge');             % whether to write the json file
cfg.writetsv      = ft_getopt(cfg, 'writetsv', 'merge');              % whether to write the tsv file

cfg.mri           = ft_getopt(cfg, 'mri');
cfg.meg           = ft_getopt(cfg, 'meg');
cfg.eeg           = ft_getopt(cfg, 'eeg');
cfg.ieeg          = ft_getopt(cfg, 'ieeg');
cfg.emg           = ft_getopt(cfg, 'emg');
cfg.nirs          = ft_getopt(cfg, 'nirs');
cfg.audio         = ft_getopt(cfg, 'audio');
cfg.video         = ft_getopt(cfg, 'video');
cfg.eyetracker    = ft_getopt(cfg, 'eyetracker');
cfg.physio        = ft_getopt(cfg, 'physio');
cfg.stim          = ft_getopt(cfg, 'stim');
cfg.motion        = ft_getopt(cfg, 'motion');
cfg.channels      = ft_getopt(cfg, 'channels');
cfg.electrodes    = ft_getopt(cfg, 'electrodes');
cfg.optodes       = ft_getopt(cfg, 'optodes');
cfg.events        = ft_getopt(cfg, 'events');     % this can contain the trial definition as Nx3 array, as table, or an event structure
cfg.coordsystem   = ft_getopt(cfg, 'coordsystem');

cfg.participants  = ft_getopt(cfg, 'participants', struct());
cfg.sessions      = ft_getopt(cfg, 'sessions', struct());
cfg.scans         = ft_getopt(cfg, 'scans', struct());

cfg.README        = ft_getopt(cfg, 'README', template_README);
cfg.LICENSE       = ft_getopt(cfg, 'LICENSE');
cfg.CHANGES       = ft_getopt(cfg, 'CHANGES');


if istable(cfg.channels)
  cfg.channels = table2struct(cfg.channels, 'ToScalar', true);
end

if istable(cfg.electrodes)
  cfg.electrodes = table2struct(cfg.electrodes, 'ToScalar', true);
end

if istable(cfg.optodes)",15.92
4582,data2bids.m,matlab,"cfg.ManufacturersModelName            = ft_getopt(cfg, 'ManufacturersModelName'      ); % OPTIONAL. Manufacturer's designation of the model (e.g. 'CTF-275'). See 'Appendix VII' with preferred names
cfg.DeviceSerialNumber                = ft_getopt(cfg, 'DeviceSerialNumber'          ); % OPTIONAL. The serial number of the equipment that produced the composite instances. A pseudonym can also be used to prevent the equipment from being identifiable, as long as each pseudonym is unique within the dataset.
cfg.SoftwareVersions                  = ft_getopt(cfg, 'SoftwareVersions'            ); % OPTIONAL. Manufacturer's designation of the acquisition software.
cfg.InstitutionName                   = ft_getopt(cfg, 'InstitutionName'             ); % OPTIONAL. The name of the institution in charge of the equipment that produced the composite instances.
cfg.InstitutionAddress                = ft_getopt(cfg, 'InstitutionAddress'          ); % OPTIONAL. The address of the institution in charge of the equipment that produced the composite instances.
cfg.InstitutionalDepartmentName       = ft_getopt(cfg, 'InstitutionalDepartmentName' ); % The department in the institution in charge of the equipment that produced the composite instances. Corresponds to DICOM Tag 0008, 1040 'Institutional Department Name'.

cfg.mri.StationName                   = ft_getopt(cfg.mri, 'StationName'                    ); % Institution defined name of the machine that produced the composite instances. Corresponds to DICOM Tag 0008, 1010 'Station Name'
cfg.mri.HardcopyDeviceSoftwareVersion = ft_getopt(cfg.mri, 'HardcopyDeviceSoftwareVersion'  ); % (Deprecated) Manufacturer's designation of the software of the device that created this Hardcopy Image (the printer). Corresponds to DICOM Tag 0018, 101A 'Hardcopy Device Software Version'.
cfg.mri.MagneticFieldStrength         = ft_getopt(cfg.mri, 'MagneticFieldStrength'          ); % Nominal field strength of MR magnet in Tesla. Corresponds to DICOM Tag 0018,0087 'Magnetic Field Strength' .
cfg.mri.ReceiveCoilName               = ft_getopt(cfg.mri, 'ReceiveCoilName'                ); % Information describing the receiver coil. Corresponds to DICOM Tag 0018, 1250 'Receive Coil Name', although not all vendors populate that DICOM Tag, in which case this field can be derived from an appropriate private DICOM field.
cfg.mri.ReceiveCoilActiveElements     = ft_getopt(cfg.mri, 'ReceiveCoilActiveElements'      ); % Information describing the active/selected elements of the receiver coil.  This doesn't correspond to a tag in the DICOM ontology. The vendor-defined terminology for active coil elements can go in this field. As an example, for Siemens, coil channels are typically not activated/selected individually, but rather  in pre-defined selectable 'groups' of individual channels, and the list of the  'groups' of elements that are active/selected in any given scan populates  the 'Coil String' entry in Siemen's private DICOM fields (e.g., 'HEA;HEP' for the Siemens standard 32 ch coil when both the anterior and posterior groups are activated). This is a flexible field that can be used as most appropriate for a given vendor and coil to define the 'active' coil elements. Since individual scans can sometimes not have the intended coil elements selected, it is preferable for this field to be populated directly from the DICOM for each individual scan, so that it can be used as a mechanism for checking that a given scan was collected with the intended coil elements selected.
cfg.mri.GradientSetType               = ft_getopt(cfg.mri, 'GradientSetType'                ); % It should be possible to infer the gradient coil from the scanner model. If not,e.g. because of a custom upgrade or use of a gradient insert set, then the specifications of the actual gradient coil should be reported independently.
cfg.mri.MRTransmitCoilSequence        = ft_getopt(cfg.mri, 'MRTransmitCoilSequence'         ); % This is a relevant field if a non-standard transmit coil is used. Corresponds to DICOM Tag 0018, 9049 'MR Transmit Coil Sequence'.
cfg.mri.MatrixCoilMode                = ft_getopt(cfg.mri, 'MatrixCoilMode'                 ); % (If used) A method for reducing the number of independent channels by combining in analog the signals from multiple coil elements. There are typically different default modes when using un-accelerated or accelerated (e.g. GRAPPA, SENSE) imaging.
cfg.mri.CoilCombinationMethod         = ft_getopt(cfg.mri, 'CoilCombinationMethod'          ); % Almost all fMRI studies using phased-array coils use root-sum-of-squares (rSOS) combination, but other methods exist. The image reconstruction is changed by the coil combination method (as for the matrix coil mode above), so anything non-standard should be reported.

cfg.mri.PulseSequenceType             = ft_getopt(cfg.mri, 'PulseSequenceType'              ); % A general description of the pulse sequence used for the scan (i.e. MPRAGE, Gradient Echo EPI, Spin Echo EPI, Multiband gradient echo EPI).
cfg.mri.ScanningSequence              = ft_getopt(cfg.mri, 'ScanningSequence'               ); % Description of the type of data acquired. Corresponds to DICOM Tag 0018, 0020 'Sequence Sequence'.
cfg.mri.SequenceVariant               = ft_getopt(cfg.mri, 'SequenceVariant'                ); % Variant of the ScanningSequence. Corresponds to DICOM Tag 0018, 0021 'Sequence Variant'.
cfg.mri.ScanOptions                   = ft_getopt(cfg.mri, 'ScanOptions'                    ); % Parameters of ScanningSequence. Corresponds to DICOM Tag 0018, 0022 'Scan Options'.
cfg.mri.SequenceName                  = ft_getopt(cfg.mri, 'SequenceName'                   ); % Manufacturer's designation of the sequence name. Corresponds to DICOM Tag 0018, 0024 'Sequence Name'.
cfg.mri.PulseSequenceDetails          = ft_getopt(cfg.mri, 'PulseSequenceDetails'           ); % Information beyond pulse sequence type that identifies the specific pulse sequence used (i.e. 'Standard Siemens Sequence distributed with the VB17 software,' 'Siemens WIP ### version #.##,' or 'Sequence written by X using a version compiled on MM/DD/YYYY').
cfg.mri.NonlinearGradientCorrection   = ft_getopt(cfg.mri, 'NonlinearGradientCorrection'    ); % Boolean stating if the image saved  has been corrected for gradient nonlinearities by the scanner sequence.

cfg.mri.NumberShots                   = ft_getopt(cfg.mri, 'NumberShots'                    ); % The number of RF excitations need to reconstruct a slice or volume. Please mind that  this is not the same as Echo Train Length which denotes the number of lines of k-space collected after an excitation.
cfg.mri.ParallelReductionFactorInPlan = ft_getopt(cfg.mri, 'ParallelReductionFactorInPlane' ); % The parallel imaging (e.g, GRAPPA) factor. Use the denominator of the fraction of k-space encoded for each slice. For example, 2 means half of k-space is encoded. Corresponds to DICOM Tag 0018, 9069 'Parallel Reduction Factor In-plane'.
cfg.mri.ParallelAcquisitionTechnique  = ft_getopt(cfg.mri, 'ParallelAcquisitionTechnique'   ); % The type of parallel imaging used (e.g. GRAPPA, SENSE). Corresponds to DICOM Tag 0018, 9078 'Parallel Acquisition Technique'.
cfg.mri.PartialFourier                = ft_getopt(cfg.mri, 'PartialFourier'                 ); % The fraction of partial Fourier information collected. Corresponds to DICOM Tag 0018, 9081 'Partial Fourier'.",22.6
